17
818 975
778 704 -441
90 475 -725
394 282 -105
707 451 -965
697 68 -631
761 208 -620
519 812 -467
220 40 648
491 800 826
214 299 57
190 421 -875
178 193 993
456 594 -489
531 540 -207
315 688 675
158 592 321
391 2 -695
211 305 -991
265 480 97
703 101 -315
602 498 773
575 61 -152
42 442 -650
80 440 -181
115 124 983
416 11 960
201 82 -903
66 88 -411
404 709 -930
791 282 141
633 28 -128
548 278 -390
11 383 449
617 720 -777
509 295 528
191 309 945
602 222 -245
697 65 377
470 576 432
205 626 114
220 497 -101
264 673 -891
592 141 -617
189 475 -977
411 236 123
713 111 254
28 431 -674
97 211 -796
413 220 482
219 90 -90
635 262 773
752 418 987
395 41 -622
50 695 -497
718 452 603
670 297 -426
316 693 -5
791 449 913
483 512 -241
329 456 -116
631 452 403
470 508 693
417 569 -762
577 241 -683
76 53 521
3 76 740
609 174 -222
14 308 712
94 239 -152
695 677 460
319 207 -997
305 231 194
170 130 387
755 663 770
494 332 216
133 428 -10
774 549 125
471 323 -393
69 178 271
665 156 -888
497 62 393
611 602 -47
620 56 753
212 727 18
764 540 24
231 690 -110
75 526 -292
204 747 887
264 613 79
604 322 619
350 601 -66
43 704 58
497 403 397
286 599 -108
552 514 -828
25 40 -16
774 67 784
160 330 -707
752 84 61
657 717 -797
219 110 623
265 804 -618
264 667 964
209 53 652
306 71 926
457 456 154
220 439 625
166 70 -606
550 651 832
467 562 908
407 95 -254
382 492 894
664 329 -96
647 95 730
162 757 -533
557 449 563
522 340 644
71 807 42
464 108 178
731 70 -742
622 243 -865
104 590 -133
518 322 643
8 272 -300
507 180 -386
179 7 966
625 619 -962
46 795 -562
21 203 473
765 549 507
665 633 439
355 506 -340
469 49 166
545 710 714
775 70 967
259 21 606
163 394 707
808 306 -911
639 76 -574
700 482 726
105 319 -455
521 281 823
392 609 -400
261 41 -493
220 270 -215
680 193 -248
793 642 436
500 695 -615
703 299 -198
495 117 835
389 74 99
608 758 523
419 440 -976
769 383 897
48 119 782
154 516 -124
675 318 -636
590 376 737
407 402 -40
477 585 113
660 779 229
357 68 126
294 818 -419
631 684 -495
754 419 58
392 167 -739
400 297 806
148 724 -894
198 767 260
360 371 -79
554 304 307
816 359 -851
374 359 -22
65 557 366
339 651 35
51 791 434
649 56 -658
736 685 808
611 172 -537
58 114 -251
690 688 -64
730 782 835
806 898
549 724 162
777 13 362
132 613 -610
401 205 -688
542 728 954
233 541 -665
57 331 70
250 425 -627
103 418 -125
499 689 132
163 721 527
140 28 -104
155 179 115
185 15 -513
120 428 -921
384 439 301
599 687 539
535 729 802
368 348 -789
629 274 61
114 192 208
507 769 835
732 209 679
108 485 -40
800 754 302
184 313 -291
790 540 -87
534 12 75
144 483 -101
477 257 -779
653 524 482
133 124 499
36 523 -420
340 393 665
523 748 -375
301 183 -369
625 239 -184
369 426 971
288 347 -334
633 439 605
94 509 -462
52 104 -787
502 431 452
402 651 69
130 166 335
37 76 254
378 620 -558
23 439 331
736 431 -317
681 777 -507
124 622 -809
779 520 -189
684 498 11
592 281 -524
762 629 -705
353 52 -260
329 794 651
309 162 -450
79 183 -896
800 371 -283
82 621 489
144 185 224
547 674 -644
372 24 -265
558 789 549
150 364 605
76 621 324
365 44 697
159 719 990
524 167 271
639 104 820
710 165 853
544 646 -27
180 495 -680
739 543 -83
353 719 -228
93 520 -20
616 47 479
406 805 161
772 419 477
650 755 -611
170 270 -20
38 160 -171
797 58 117
209 486 -147
510 353 26
140 498 484
619 614 638
97 188 33
525 265 688
554 727 -740
96 104 716
115 291 704
367 734 156
576 493 -946
803 376 -747
2 250 -12
70 28 -336
721 380 165
701 255 775
382 311 338
203 690 312
279 281 -518
581 117 609
434 746 -564
802 145 -720
411 86 -147
18 64 343
442 335 816
436 38 398
122 566 -193
371 801 984
36 699 664
172 597 -853
97 604 940
400 498 152
70 359 707
159 562 -688
559 454 -433
705 656 776
746 721 -634
327 319 182
591 213 -831
165 576 746
722 171 766
743 663 -824
709 290 -116
2 139 665
694 771 -804
251 405 742
248 406 -471
297 386 92
783 796 553
784 791 629
660 674 327
62 448 -591
756 376 606
468 739 -852
343 695 33
461 750 -929
333 719 123
325 24 -233
538 378 -682
219 640 729
727 387 133
719 738 -702
421 482 541
661 213 962
504 797 -835
721 145 17
498 368 879
563 603 704
797 1 -950
538 702 905
772 283 205
23 63 -487
531 338 378
734 70 -905
751 737 -104
311 595 -355
445 556 149
209 318 215
278 722 -515
148 184 858
630 311 804
370 325 501
85 755 600
789 425 -817
150 149 -748
546 592 -669
230 486 -616
482 532 -760
585 395 808
173 486 654
597 692 -129
693 530 304
16 521 24
677 796 -264
652 195 20
682 292 -641
136 47 650
239 723 -813
465 702 230
180 357 -678
54 575 -828
176 386 711
248 383 -629
393 629 -755
645 582 -325
95 671 420
122 126 -507
355 24 -357
49 213 -857
328 733 426
576 423 602
684 643 -685
26 631 297
570 771 -861
282 514 -483
186 172 -691
221 40 -209
608 154 -578
502 399 225
682 166 -685
203 487 671
447 226 880
661 701 56
144 293 467
53 470 388
245 474 997
405 452 -174
214 38 60
703 570 464
628 525 93
409 140 -524
785 580 -245
619 282 541
461 219 -811
514 278 626
147 774 774
114 323 -445
235 587 717
751 588 -556
676 125 290
779 686 939
474 64 -303
78 117 -300
50 321 871
518 365 -235
145 641 739
692 182 -256
82 389 613
395 630 995
387 108 -978
719 92 -488
736 696 -535
745 699 552
62 756 451
335 257 -649
212 67 705
255 566 -164
28 783 -242
128 301 935
466 205 419
160 740 451
86 436 86
501 636 556
27 109 -249
769 438 -441
303 557 7
131 82 -107
537 149 -208
727 532 -991
112 63 236
51 698 733
534 585 -531
82 591 534
511 381 -685
794 544 750
739 540 142
524 306 487
537 247 148
413 666 -790
566 274 237
450 646 604
730 297 152
721 651 765
130 765 187
349 656 -142
171 14 535
706 118 -337
184 744 392
338 691 -136
333 498 977
380 15 -799
601 198 -805
26 146 -66
695 721 191
665 338 -661
649 267 -152
629 686 -34
713 784 -654
21 336 -811
124 277 873
73 296 556
495 748 -731
411 374 -176
382 663 -703
570 408 -553
476 528 445
567 388 103
108 247 -73
187 109 -671
4 295 -693
41 45 506
486 635 -363
47 727 594
364 270 -821
478 434 -434
443 97 -372
402 719 70
82 536 798
129 273 -432
26 491 -948
279 772 639
100 587 642
59 653 596
385 135 -127
600 261 -105
205 501 596
144 322 987
41 153 -915
308 429 772
803 150 -914
340 172 -868
222 381 613
531 423 -969
547 710 -396
153 649 969
230 634 -821
80 176 133
789 23 -280
296 242 -947
120 632 -826
534 552 -934
360 472 -606
19 582 794
335 123 -457
641 563 -49
13 8 325
156 788 241
82 401 -838
476 285 -709
346 195 -262
363 531 115
690 695 308
13 341 -595
380 280 -806
176 748 -205
205 713 -69
251 283 -563
119 431 914
395 104 -230
734 340 -157
557 637 988
715 585 -627
448 412 -630
491 346 50
522 660 -730
690 258 600
208 386 628
530 507 159
389 325 209
239 333 450
53 224 -806
211 234 -967
115 649 333
517 583 -455
550 643 965
520 631 -846
703 568 348
785 339 482
802 113 463
559 511 -556
313 18 -876
190 175 14
254 339 -87
159 102 325
402 194 853
786 770 -290
125 264 570
601 366 -372
94 591 -617
492 95 192
488 684 683
326 497 -963
84 296 -843
456 689 788
115 551 521
582 667 451
670 778 -6
346 475 131
479 270 -297
611 203 -675
273 709 696
262 776 -26
141 74 570
57 408 639
708 21 -260
88 338 -830
650 534 -299
186 802 -574
256 201 -497
514 758 -662
357 541 -21
290 395 142
712 741 737
147 175 -900
658 398 976
208 6 -757
661 723 520
511 737 691
762 264 785
469 105 -601
75 476 348
530 199 823
49 172 779
265 146 116
291 225 -28
511 94 730
600 58 -185
535 587 400
594 345 380
93 654 735
76 391 958
57 485 -505
699 609 775
345 460 -231
313 410 -387
725 502 44
107 736 -373
655 85 -699
170 79 889
607 283 -94
680 489 894
511 538 -477
115 605 -935
454 513 -500
595 154 42
90 641 -210
798 793 -338
738 330 -970
504 741 918
125 614 -134
313 283 114
632 634 406
239 731 334
623 238 -181
727 625 451
387 153 684
508 264 -262
721 624 191
290 540 569
664 226 -699
676 263 73
399 682 -569
107 417 168
103 412 -345
653 757 -117
190 669 324
136 688 207
487 403 -246
210 636 628
401 231 247
518 709 -251
558 378 -858
13 723 784
774 366 -895
795 443 -972
723 224 616
274 22 100
282 433 -661
790 365 -202
595 784 -4
789 320 610
226 494 292
187 594 83
700 435 894
542 556 -109
452 13 -135
140 152 -315
416 790 -522
598 323 330
679 149 -763
705 50 -71
442 29 -416
396 216 907
384 370 -734
254 410 241
65 627 321
221 304 -219
802 598 -547
424 440 -24
282 795 378
612 694 426
166 334 -751
623 738 -586
804 318 -200
499 424 281
307 17 71
46 21 958
77 426 657
480 165 382
796 70 -683
107 672 964
18 163 279
524 558 -920
60 728 -381
434 363 -790
676 66 32
307 445 961
577 589 -524
86 103 -169
633 129 108
782 330 224
116 531 31
18 609 -439
124 136 512
409 91 163
692 355 36
633 37 -686
685 1 85
208 111 989
567 603 -8
481 371 -692
156 645 837
144 266 -40
563 415 -8
575 457 -186
426 59 774
93 777 900
241 741 178
145 705 -572
119 766 -385
432 578 -837
451 281 -403
451 683 -311
128 448 547
58 431 -686
302 712 -452
223 5 -899
242 603 -83
442 677 8
160 59 -844
45 589 741
443 353 -21
5 453 -821
292 387 -418
445 686 -353
147 742 -304
555 542 -510
465 630 69
59 804 -933
251 492 933
535 446 -209
204 710 -782
502 538 -266
581 378 -245
248 170 860
137 350 189
533 256 110
479 488 -317
209 710 68
783 420 -316
576 117 -409
727 15 712
2 478 869
403 647 -956
646 598 -280
21 676 100
129 468 10
186 657 445
662 357 446
282 376 58
362 33 -44
621 264 -680
64 474 -972
362 534 848
443 424 -31
172 664 -212
724 414 45
586 291 575
751 260 298
326 557 998
563 548 99
444 8 381
785 226 -300
483 355 338
493 231 -599
448 44 245
42 173 -738
448 794 -380
557 226 -429
779 102 48
158 63 192
714 33 470
581 81 950
326 584 -558
607 436 -762
571 686 -421
519 360 -705
293 462 570
791 249 -246
204 446 -634
439 486 -577
643 117 -199
319 51 525
151 690 -959
752 753 179
425 251 174
267 647 -45
62 772 -432
309 146 935
206 218 -810
26 672 -637
234 783 -408
329 463 624
126 695 962
63 553 555
586 539 -674
21 624 -134
498 588 -177
633 704 -547
725 357 -13
568 442 -272
111 489 235
331 437 -818
110 77 -284
302 79 -614
182 661 -986
274 223 -721
284 389 341
554 746 783
143 403 -469
465 673 -840
774 364 239
414 697 -933
790 626 232
736 786 852
543 713 -640
658 203 -387
252 733 -89
105 684 763
234 49 -614
136 1 195
85 540 -100
433 646 229
659 291 -218
586 312 -319
697 45 -626
796 79 -872
228 207 30
719 432 -961
766 636 347
662 731 -734
691 163 -768
43 588 -389
206 756 243
26 749 -246
310 530 53
712 783 985
77 653 964
278 331 369
627 226 -40
275 591 -912
246 256 -412
460 49 958
802 620 94
49 567 805
87 530 28
513 504 -429
41 367 3
439 309 337
188 153 -106
162 177 206
531 639 67
645 550 453
152 109 -64
366 212 -906
680 121 -361
110 762 287
313 507 409
689 120 383
312 275 -782
55 12 -286
191 703 35
444 431 -892
521 692 -616
309 244 496
751 415 352
797 415 -97
729 359 -284
579 361 532
437 496 -692
335 686 -89
791 385 -342
790 603 898
649 179 950
185 338 538
112 458 990
556 512 125
635 141 -621
257 220 -239
269 550 934
140 124 91
267 671 745
319 597 -420
601 755 286
493 209 819
39 650 841
6 429 -494
8 669 987
664 27 756
375 645 365
522 659 2
701 508 -753
285 210 -873
658 25 -833
446 78 555
781 534 -500
288 328 -73
430 599 -945
45 287 -440
794 205 -177
281 328 672
498 692 200
187 418 402
349 632 11
304 344 -108
247 501 821
463 588 81
806 744 545
784 451 -170
200 401 -500
222 738 -978
1 670 78
529 292 -714
690 757 337
433 591 -521
644 24 -208
783 606 851
744 682 345
247 642 -213
452 447 758
596 187 -937
688 428 -526
776 287 -298
93 353 848
711 440 -208
675 415 624
119 460 -261
764 253 119
305 334 -223
369 225 -445
793 632 -724
698 614 -430
240 205 662
499 138 534
219 2 302
426 430 920
314 236 -903
760 455 274
616 475 -152
430 362 695
293 196 -953
512 65 -732
441 615 0
719 348 -55
731 119 405
679 110 109
296 545 -867
114 218 984
230 87 173
615 749 320
175 658 918
263 746 911
102 803 795
496 679 879
526 455 -404
75 240 -233
521 274 150
397 575 402
332 529 -572
707 337 -614
25 66 562
590 20 -228
737 143 487
611 770 -27
632 683 121
734 579 -79
247 140 -341
18 305 922
602 437 -680
103 346 886
662 755 884
452 29 448
663 462 -355
703 468 406
324 237 -43
43 579 866
509 304 12
359 349 118
37 768 -726
387 309 -566
155 482 -800
55 15 985
790 140 91
668 622 461
246 625 704
24 67 20
687 497 55
504 770 484
263 457 22
180 313 128
97 324 797
798 18 949
390 230 -774
414 277 704
397 439 -265
139 594 686
193 42 -189
439 777 -168
385 746 914
627 128 -256
647 271 -98
25 517 395
476 443 708
332 240 -877
73 661 421
572 51 149
7 100 890
536 219 -413
29 397 657
738 599 443
660 314 -441
734 285 63
7 479 -439
657 433 -106
488 36 325
581 169 175
467 110 167
589 360 -621
205 97 580
567 566 -286
177 55 987
114 574 -396
533 270 -950
507 310 109
191 38 950
1 547 -661
221 588 -945
622 597 -729
191 120 634
431 621 714
170 584 -280
247 793 -799
434 745 -31
201 223 942
350 719 21
362 397 -624
326 409 -156
725 194 569
275 703 310
484 200 598
554 118 781
311 328 -557
403 38 -376
286 773 -362
290 653 -19
575 168 -841
441 81 577
98 469 445
151 244 230
391 244 -53
96 286 -444
759 767 217
124 266 378
217 717 987
628 763 -923
59 760 857
472 764 821
200 526 312
35 49 195
238 663 844
375 605 457
187 305 810
493 465 -71
135 155 -868
396 26 -192
634 497 707
601 494 -99
537 467 -222
70 746 -373
483 490 -984
127 556 154
152 194 -610
104 471 889
715 273 507
257 192 -394
100 252 134
799 83 81
712 659 -311
603 508 150
691 604 -379
671 102 213
476 188 -148
32 318 -61
472 366 -535
961 953
776 589 878
835 599 759
134 248 -522
14 56 188
132 792 248
881 162 382
778 87 -652
661 512 -275
228 308 -35
947 68 -460
478 390 852
10 809 523
372 323 779
57 556 116
650 405 659
27 690 -603
839 501 -239
211 99 556
424 165 -44
753 598 -994
466 900 731
525 138 -838
854 436 801
95 691 182
590 684 -468
525 143 36
487 842 114
25 227 778
419 494 351
503 955 -854
687 103 593
881 659 -206
383 299 52
218 511 -456
635 642 68
239 669 -256
679 377 63
538 98 -183
202 247 -255
709 150 -456
856 80 969
337 413 -975
190 339 409
551 1 -405
913 714 369
714 424 625
900 233 -211
766 196 -118
105 857 475
776 108 -327
68 831 -758
447 811 -702
84 762 120
798 411 -727
63 557 184
745 129 147
407 725 -754
920 132 -547
703 431 -798
637 894 600
701 5 -942
277 240 -773
420 750 43
722 582 -2
185 897 577
776 906 965
773 608 466
758 583 116
275 247 -184
304 595 296
5 375 -634
875 743 506
163 518 995
336 267 -495
583 601 153
43 525 706
2 230 202
22 179 696
308 397 518
206 834 483
537 108 503
767 780 -405
457 308 -965
534 124 -53
807 350 -575
346 707 -811
853 111 -395
828 164 39
279 821 960
157 875 31
317 336 -434
73 267 -465
473 73 906
939 961 657
790 832 302
816 212 -143
212 781 -294
853 100 939
671 600 -784
395 349 -784
47 841 -927
936 433 -255
657 42 -24
349 692 329
534 109 -768
440 824 573
258 150 -906
441 829 991
498 709 925
103 824 762
294 270 -720
389 961 -785
464 222 -211
602 465 324
56 640 118
48 644 -660
910 90 -860
212 384 -695
452 848 -933
701 339 893
129 546 -587
932 585 -265
323 401 221
706 264 922
939 288 -19
209 847 898
485 189 66
699 254 557
266 706 -543
501 579 -213
629 482 865
604 693 745
684 436 -929
197 441 -994
471 479 -297
751 664 136
484 810 278
720 72 573
296 91 230
709 101 -432
27 649 -242
304 579 -162
160 147 981
350 695 -504
743 415 878
301 491 512
802 394 -119
858 878 70
356 233 -77
514 363 505
8 713 -879
246 364 594
392 106 231
657 677 -879
837 387 -720
727 235 -737
874 677 -775
639 777 525
129 811 -14
735 361 873
737 378 623
695 174 114
615 895 996
359 594 662
465 604 -971
601 439 50
594 859 499
210 212 -38
316 276 -598
568 653 24
546 16 183
819 110 -386
473 416 582
902 926 -113
471 796 403
697 790 188
782 558 820
18 902 769
562 815 -707
727 763 -303
873 534 231
648 953 -831
98 430 671
310 385 -226
33 771 186
310 450 293
466 770 92
735 197 -646
410 853 936
804 948 420
559 332 538
86 416 -503
206 576 -330
514 435 242
761 242 277
656 859 611
376 272 -676
681 222 597
463 326 786
22 81 -895
60 511 255
63 796 538
209 403 577
933 244 954
132 571 -831
686 517 -832
780 579 362
697 378 467
368 283 850
499 278 -399
785 424 -276
670 441 -641
733 576 191
862 647 386
145 448 -553
237 275 -368
518 411 279
686 904 693
864 465 -295
921 799 -305
475 303 -88
720 154 -753
423 94 613
143 354 152
528 116 382
331 810 -13
613 828 935
570 302 562
423 900 692
817 952 450
518 224 469
122 597 499
889 206 943
692 192 -770
539 957 -185
483 466 -727
12 621 -727
72 340 -611
888 159 80
118 528 -346
956 6 671
54 687 745
278 171 -828
896 501 -177
690 772 983
171 480 -380
479 28 891
291 449 -100
339 679 920
287 803 318
126 150 -55
351 794 670
391 529 42
674 552 511
581 87 -617
573 43 472
800 533 138
712 198 -370
648 415 -863
740 485 848
554 590 -759
798 516 -293
887 455 629
586 584 -562
589 451 701
752 544 -561
445 46 -925
740 123 -955
725 608 -252
549 836 -811
448 450 -648
357 483 194
178 960 -843
592 366 -765
449 809 929
773 372 157
903 183 711
151 816 -679
14 914 -635
830 397 425
607 848 -656
923 954 902
