916 897
66 828 -322
398 36 -861
656 442 -683
374 397 -115
858 75 -260
374 649 -41
900 735 774
373 274 855
720 124 882
206 614 668
721 884 -136
795 141 487
599 827 -825
247 101 -411
27 886 990
710 901 -670
741 17 -401
612 827 406
270 356 -747
288 749 688
328 595 434
196 50 -446
108 194 734
573 319 949
713 649 -254
148 425 30
543 873 -750
576 232 -38
490 676 205
44 738 -754
516 587 -300
504 20 -588
70 617 -119
476 57 959
410 612 888
76 179 -615
323 439 -869
109 459 358
209 212 -154
271 420 895
400 799 884
420 868 -506
538 486 -311
462 130 811
335 451 71
244 401 -461
408 373 277
910 916 367
813 712 451
21 785 -797
896 324 627
916 419 463
689 393 593
204 752 -473
913 273 -984
472 651 -334
441 238 17
562 495 -508
744 541 466
686 420 358
655 573 -851
591 891 -267
736 424 -137
508 327 622
596 597 -473
74 775 643
551 82 79
888 826 -897
616 736 -965
315 655 264
523 668 -762
631 322 87
424 324 -413
521 98 -553
12 646 935
527 618 653
883 471 643
912 485 -111
46 807 -800
286 490 893
346 422 -330
580 78 -292
796 597 751
164 806 -404
336 709 -290
221 297 -779
118 700 706
68 301 45
103 722 9
766 447 -817
861 89 975
384 96 -823
748 259 321
405 428 28
253 305 710
170 81 -764
417 718 819
377 252 -531
650 306 400
417 236 896
213 116 175
108 214 -227
439 627 -312
354 288 -836
81 13 -67
444 423 -108
92 372 634
856 297 225
396 595 -871
273 769 -169
312 466 -12
632 497 665
460 820 877
535 205 -469
612 308 -675
93 570 938
537 885 281
124 69 -38
668 46 -664
518 907 -774
113 837 18
389 914 -812
555 512 -147
112 639 229
365 829 -247
896 82 -314
853 22 -954
806 278 239
907 384 407
331 752 -730
442 545 -372
639 315 492
901 668 -215
24 129 -245
717 44 336
305 279 273
791 135 -41
563 758 994
334 212 825
779 284 807
399 391 -48
670 599 -852
671 548 957
636 53 739
568 287 -361
752 74 418
881 733 -355
288 389 223
231 841 859
361 543 991
553 147 61
116 607 861
567 72 442
689 347 -886
362 529 343
241 316 -946
888 351 -639
461 254 -458
47 368 -817
643 795 -584
275 47 858
13 173 -225
481 658 861
465 444 -89
122 210 629
798 537 151
846 278 -434
309 31 -889
879 224 -660
260 295 -38
261 158 268
11 891 -60
148 657 669
338 271 -866
552 811 -20
645 370 887
332 272 822
201 576 -688
857 343 -460
529 568 -818
112 881 822
893 696 937
709 742 774
779 34 -317
73 505 397
249 374 911
526 168 -258
310 209 -759
158 873 -740
89 37 -178
823 60 -334
808 195 738
825 778 -708
675 770 254
208 449 -487
159 112 -470
717 240 -943
662 528 -620
704 227 -637
131 65 719
761 662 748
270 90 -765
406 633 63
746 78 85
365 315 -742
733 766 416
600 94 -966
472 269 -234
364 587 -121
893 146 633
719 779 -613
266 119 -403
308 794 -794
13 559 -963
354 196 -898
702 842 -78
136 675 728
477 801 -523
477 375 -118
420 551 -615
224 906 771
671 715 836
501 820 898
819 577 513
627 444 712
821 471 163
49 118 829
358 445 -978
21 673 664
383 77 -255
407 440 -240
635 182 59
284 528 713
407 612 168
651 899 590
129 592 747
58 718 -268
435 28 509
38 609 130
902 815 -601
831 134 308
180 602 -832
11 365 391
125 55 661
124 810 565
591 416 501
856 320 -924
332 179 82
380 211 -652
242 911 392
91 514 41
677 178 528
349 867 -192
37 416 84
27 451 587
445 261 30
616 600 760
125 229 -596
322 852 921
566 763 -715
24 653 358
45 847 -306
255 820 756
785 456 149
164 506 -268
150 672 398
776 251 -844
321 305 -515
357 356 -765
83 424 128
57 870 169
564 217 905
520 550 935
327 201 -518
449 787 759
309 749 -153
638 846 254
282 57 -670
164 791 -477
816 431 176
376 338 -763
424 686 -42
894 322 -435
835 224 -594
556 144 254
279 233 -800
515 730 304
775 251 -780
87 67 -27
223 599 -514
575 466 -444
415 652 -618
664 627 -767
675 293 -708
707 868 -439
147 765 142
670 895 -178
527 227 981
669 377 -108
560 867 -320
143 815 920
755 786 429
797 293 572
722 590 -552
532 755 -264
726 777 -422
67 761 225
647 792 451
140 425 -851
604 188 -129
141 822 239
238 104 -667
93 798 -767
59 842 731
746 816 77
375 820 494
185 901 456
127 70 -256
90 276 589
458 133 129
225 240 112
76 350 -864
60 713 875
391 304 590
58 593 668
321 888 -249
453 671 175
329 533 60
238 444 317
351 429 -519
95 77 484
637 635 704
294 607 28
487 321 792
351 192 -192
166 716 350
305 319 282
189 319 58
721 196 722
560 608 948
585 45 -180
586 96 -150
739 691 887
353 160 -222
878 560 532
175 281 937
315 724 277
40 316 609
399 48 -875
767 698 -746
879 78 37
695 590 978
213 238 145
547 33 703
273 187 1
700 557 949
633 410 418
911 503 245
402 645 307
321 854 -50
370 213 99
135 814 197
904 628 966
770 297 -774
420 378 -130
264 360 591
851 69 833
536 443 82
690 576 -198
465 106 -722
87 765 -837
241 378 -756
93 512 -815
682 892 -447
96 442 131
705 469 170
93 462 -580
839 518 163
691 248 978
84 254 -616
305 344 -966
279 685 44
523 216 365
461 421 148
605 635 -445
748 627 169
580 491 -931
208 279 976
615 548 -944
79 590 892
88 698 628
369 807 693
353 907 54
377 42 987
354 852 543
588 138 -760
362 669 880
827 4 -100
169 873 830
793 636 114
907 868 -396
701 703 57
342 223 560
881 656 -118
200 782 -766
616 522 -201
794 150 -292
115 677 105
602 301 -772
275 560 351
850 393 811
337 640 -221
351 4 -931
288 86 767
684 285 821
233 171 -517
869 256 853
567 38 688
873 357 900
629 337 972
845 595 -693
253 673 456
845 44 -831
12 646 324
146 337 79
302 226 496
573 785 651
310 587 -830
166 666 -890
828 440 294
694 896 979
364 109 -255
593 456 -774
875 261 429
36 207 -144
893 866 503
87 688 -331
633 618 -506
38 661 983
200 834 -823
93 218 -494
553 363 426
471 473 807
781 468 263
877 295 -626
233 225 662
203 384 70
763 164 -24
579 684 -97
803 149 605
170 519 649
905 906 -144
726 128 -531
