17
822 1934
514 478 602
567 269 407
325 419 936
22 345 196
167 713 979
51 211 468
328 558 942
344 2 834
703 355 594
177 310 217
101 420 296
544 26 220
801 795 308
346 149 160
609 418 845
136 691 510
788 154 781
370 246 281
758 619 433
822 767 11
108 630 538
54 90 571
680 291 300
278 445 259
208 428 690
219 318 559
508 638 71
550 67 690
467 721 152
22 586 499
768 558 520
104 656 703
186 119 199
145 421 502
502 753 618
546 526 897
722 404 965
147 15 211
647 9 133
517 108 916
308 221 836
233 322 91
409 773 39
748 109 64
479 19 742
154 527 249
284 369 113
200 578 649
493 245 631
550 354 365
229 550 303
324 54 879
40 210 381
129 761 233
317 256 51
477 27 112
729 731 397
186 458 221
597 677 897
529 481 526
193 661 65
490 671 848
405 406 594
708 192 744
602 292 915
346 21 475
297 173 635
735 212 861
633 31 601
202 779 397
274 464 333
353 710 936
243 601 690
579 355 176
572 464 779
272 727 634
232 128 898
420 28 967
518 588 144
449 642 302
798 276 673
450 639 629
702 608 510
126 251 398
380 227 599
411 182 665
235 62 119
236 98 599
803 163 535
197 732 503
342 69 927
467 701 548
547 229 918
442 214 321
509 782 38
691 791 663
289 130 177
684 115 681
276 298 933
401 226 967
343 229 138
727 181 439
553 397 394
756 530 105
554 706 608
133 760 431
716 451 553
48 313 533
558 385 701
316 642 328
447 756 480
54 131 838
17 510 24
739 118 693
86 394 783
714 184 564
427 373 987
365 393 242
464 157 626
764 388 459
771 215 298
148 282 498
225 365 433
530 475 436
326 192 580
234 168 344
311 509 985
603 228 146
102 257 299
660 497 811
738 719 645
132 210 771
721 56 319
454 31 271
573 563 266
562 521 489
567 517 604
214 602 381
514 414 774
156 89 346
194 592 599
129 115 273
399 462 119
435 263 45
747 518 652
452 123 679
16 261 626
226 232 118
690 714 402
457 495 120
453 396 24
747 820 608
395 111 285
102 708 130
108 334 721
640 636 132
424 82 768
186 732 577
28 464 848
194 558 132
44 688 740
351 397 808
396 81 606
53 273 635
388 557 96
619 351 720
562 438 701
744 136 767
595 216 234
179 561 568
457 691 49
630 493 323
380 175 520
349 672 595
167 455 241
103 510 105
602 120 559
682 199 867
14 689 847
229 277 419
744 695 703
487 134 5
800 125 733
439 548 296
308 102 950
645 689 876
663 304 790
145 310 714
550 558 113
616 652 394
616 325 587
338 64 185
85 557 126
627 399 337
759 521 571
778 726 670
528 463 775
725 172 612
338 336 748
429 505 903
535 478 587
527 352 84
214 147 237
683 199 574
581 224 544
35 711 233
739 639 94
601 613 47
538 690 476
557 71 603
415 319 237
184 325 127
522 786 365
427 539 434
680 37 63
404 713 11
107 522 286
302 820 708
531 301 564
100 688 228
399 118 338
53 734 925
27 599 385
685 695 52
78 735 467
787 652 540
554 380 363
570 59 332
410 125 847
469 20 867
554 196 839
650 207 632
343 389 212
657 367 43
112 400 190
510 473 845
732 138 361
705 468 769
674 322 866
684 504 461
332 364 540
203 290 286
493 622 234
715 439 201
637 754 647
113 40 27
796 392 468
420 353 661
1 596 248
684 470 299
776 83 987
447 811 241
42 68 868
296 761 149
141 808 552
345 426 434
136 234 6
370 351 845
650 323 666
301 56 890
474 803 110
65 568 697
107 345 65
11 187 21
176 46 260
560 566 64
581 495 346
473 80 154
291 564 544
232 171 578
291 91 724
345 747 76
648 121 824
359 730 897
280 453 145
121 132 547
744 194 515
214 529 749
461 290 464
250 610 322
86 481 352
589 768 185
132 84 115
105 523 980
492 500 854
310 240 550
429 227 383
228 96 104
181 71 717
16 24 241
269 400 98
456 195 174
287 136 223
95 578 148
71 608 234
339 121 157
286 32 562
666 308 124
571 289 707
56 641 343
760 550 164
509 541 62
741 164 912
186 62 379
464 140 521
433 205 24
63 636 250
610 80 522
521 756 904
608 443 376
275 803 451
798 742 834
79 143 992
586 362 763
262 189 960
139 538 567
292 196 971
740 94 96
388 147 230
153 205 177
658 303 995
198 334 657
125 346 877
645 570 409
258 157 726
555 100 259
463 292 530
168 139 329
346 278 46
337 702 770
650 709 697
88 196 825
85 586 97
278 232 549
424 381 297
821 807 277
84 512 382
365 816 218
471 339 388
306 172 861
442 603 692
364 569 447
172 552 193
660 524 866
699 462 885
521 790 139
671 425 950
355 360 41
158 773 317
609 354 606
597 317 729
444 123 705
29 560 123
614 446 613
112 399 157
287 306 807
647 175 512
800 268 188
294 254 305
706 636 721
462 543 363
811 250 4
1 373 662
613 9 621
764 312 596
388 498 246
254 686 794
97 78 719
554 291 42
83 464 527
739 787 985
214 409 534
583 711 23
123 197 430
257 584 401
298 791 906
246 733 559
682 736 37
607 226 337
29 599 902
697 67 351
269 622 457
240 593 2
594 470 753
732 216 160
192 714 679
355 441 325
713 283 222
60 109 117
272 616 469
233 50 671
606 559 203
375 659 856
354 469 678
299 790 353
8 486 367
745 402 295
807 627 302
323 778 151
368 143 772
108 323 503
606 639 204
527 216 537
420 285 406
365 202 206
587 648 222
14 147 540
386 241 957
248 285 474
269 168 113
272 402 933
378 486 427
15 578 941
696 766 484
177 608 714
386 554 132
731 97 586
653 406 542
594 515 341
540 61 816
576 397 508
212 47 105
100 424 386
16 288 368
371 50 689
472 492 581
303 371 925
780 600 120
531 266 579
772 596 575
471 385 142
653 629 154
658 512 77
85 277 37
364 546 134
485 280 451
251 394 146
112 189 201
206 724 688
640 631 532
732 427 603
639 591 94
559 278 479
620 606 481
489 316 320
712 304 762
800 813 152
583 640 58
73 12 188
192 14 341
254 35 490
601 76 188
800 342 937
122 312 848
212 166 596
415 807 472
166 37 607
45 660 151
365 368 187
386 103 932
514 12 546
374 521 268
325 11 326
221 483 959
533 77 747
276 253 806
773 197 412
109 446 315
47 146 659
290 508 698
682 224 818
121 574 211
640 795 495
25 16 981
374 400 792
700 79 618
300 250 471
349 704 511
20 156 542
712 465 108
73 540 365
48 98 919
598 336 966
556 595 515
275 465 459
281 217 921
663 721 660
124 442 129
279 491 546
100 536 702
294 791 502
599 428 785
87 117 281
644 464 326
510 41 920
631 475 950
483 515 351
30 816 939
238 497 906
51 801 220
172 547 129
69 301 319
521 368 92
657 760 723
436 87 313
763 130 24
145 20 295
170 242 476
392 515 119
814 786 407
529 71 630
174 354 280
649 476 923
6 398 144
717 247 886
153 545 702
774 446 565
13 613 989
118 652 951
736 773 603
461 628 960
82 122 577
664 94 196
357 462 479
598 84 584
615 794 348
25 433 398
438 19 655
736 428 31
362 129 189
605 571 84
64 822 616
209 82 530
205 72 219
635 338 926
416 343 308
56 543 127
52 482 554
792 271 755
171 134 743
372 111 221
40 794 641
333 515 534
682 156 45
508 47 802
233 811 64
68 661 828
167 702 227
715 382 832
291 614 860
733 800 937
818 697 496
821 63 58
224 319 697
741 670 218
717 145 625
432 302 646
574 339 367
116 59 796
175 348 290
274 231 425
62 656 513
623 108 767
536 350 339
502 444 112
654 474 235
175 207 448
275 203 815
120 398 653
98 557 128
548 740 432
170 806 985
252 376 759
725 108 787
703 663 857
218 314 8
738 678 97
621 631 471
466 783 791
203 194 406
310 114 198
518 760 633
143 268 986
214 816 240
474 186 245
666 668 457
85 416 211
703 538 749
261 669 531
189 685 592
36 42 319
189 651 675
709 419 989
334 73 956
460 720 659
712 290 837
612 180 5
781 61 809
82 663 311
793 821 750
476 681 183
69 87 807
534 593 213
617 470 756
9 320 812
451 629 441
290 568 900
351 645 391
651 604 123
518 303 944
400 716 100
155 701 32
9 364 152
634 665 405
547 713 142
221 290 491
144 501 402
511 666 810
139 693 79
518 67 109
148 156 773
405 421 110
380 679 741
171 640 844
107 640 575
29 573 326
203 105 503
672 305 23
623 371 165
767 701 978
1 533 785
378 33 997
227 556 188
777 765 411
325 219 70
727 249 890
804 222 896
69 637 751
586 658 862
40 402 309
783 354 278
545 738 708
94 782 394
461 28 970
517 814 423
147 501 574
300 771 364
15 584 859
345 304 654
235 765 752
775 116 258
690 659 682
595 522 343
782 409 54
5 596 573
718 167 310
114 381 214
21 764 775
495 211 620
616 139 708
793 344 281
400 245 738
438 582 834
678 572 946
400 21 112
817 421 78
141 503 140
5 510 312
337 215 684
248 552 18
630 270 834
447 68 248
671 607 717
35 739 468
396 376 34
327 151 427
548 73 645
97 304 985
409 810 857
376 181 998
737 620 771
502 638 981
408 441 83
230 778 470
454 61 920
353 790 848
634 685 539
613 729 790
520 634 699
815 87 913
237 409 970
93 751 529
109 183 858
283 112 756
506 566 85
115 492 482
556 404 911
696 275 777
23 760 726
154 413 141
196 412 511
569 406 470
380 36 274
251 754 203
626 5 231
635 33 613
622 252 433
392 68 912
814 688 715
635 428 137
490 21 85
758 348 393
206 248 746
572 670 44
586 259 407
110 523 50
732 762 504
696 251 191
502 610 404
530 387 769
696 128 363
82 360 357
719 544 963
295 522 872
762 586 648
814 219 834
585 737 949
271 336 373
450 800 533
641 125 282
551 352 97
139 625 86
687 734 780
509 368 901
782 359 758
379 538 638
598 62 267
670 276 522
434 86 247
461 332 423
447 707 857
519 392 302
675 146 12
752 654 195
415 788 357
97 88 613
648 286 807
187 491 320
561 410 632
363 661 341
669 751 211
408 714 888
706 571 38
120 352 881
311 583 15
792 247 866
172 749 39
572 503 288
150 599 682
766 120 594
520 485 564
86 84 197
446 822 855
551 494 300
413 711 203
428 696 594
104 224 944
797 230 360
61 40 71
541 329 906
588 170 211
85 208 488
818 19 57
204 261 692
757 55 62
678 205 76
148 506 908
283 690 620
643 554 887
555 467 173
629 210 358
797 596 614
504 701 979
73 711 615
7 608 258
302 229 215
493 286 37
429 745 468
32 191 174
311 727 406
809 542 362
99 619 551
29 203 178
810 551 257
31 157 270
525 394 401
261 24 192
27 57 51
711 663 622
340 450 563
167 170 150
516 614 157
448 754 418
710 448 528
284 580 41
430 361 619
339 499 773
734 103 642
637 356 936
361 480 811
589 325 350
331 128 716
201 563 297
725 109 882
58 327 160
244 241 588
361 73 969
518 227 742
656 821 866
598 160 868
755 717 848
636 70 337
102 593 321
400 585 407
427 435 933
31 690 409
790 271 915
183 202 616
784 303 55
741 375 989
6 479 90
315 656 579
389 7 992
64 15 351
739 569 82
31 169 522
340 185 547
386 37 113
599 476 121
699 242 859
187 631 324
674 321 863
524 468 522
424 438 805
764 100 795
390 595 994
484 794 413
302 106 672
714 569 290
419 619 547
1 123 350
733 138 972
187 7 946
26 341 18
21 18 957
738 177 415
345 48 733
52 229 582
538 583 704
796 317 740
724 123 651
137 144 723
194 372 527
197 77 834
259 459 289
453 564 45
396 659 488
722 719 827
705 58 270
65 97 323
688 301 856
536 337 531
78 114 193
700 395 249
731 43 570
16 313 823
95 376 31
237 87 936
718 40 381
340 266 504
373 642 40
656 283 701
427 67 811
553 27 272
631 16 640
564 309 223
473 229 828
693 117 353
212 502 278
25 513 930
579 595 585
390 138 900
246 64 941
432 372 912
247 495 747
228 374 430
653 724 314
128 758 936
49 38 178
187 730 10
472 31 248
480 467 433
208 244 969
586 7 166
646 731 434
247 528 211
184 551 621
498 354 985
765 508 504
739 791 571
137 805 484
262 257 631
537 44 380
544 649 425
503 697 228
279 333 593
604 233 696
625 639 311
595 53 557
342 643 217
517 452 186
94 366 708
14 411 682
53 138 706
776 51 461
685 794 752
406 264 664
654 218 487
686 39 85
33 145 401
695 98 408
138 612 49
491 643 351
307 72 338
42 265 249
582 753 486
465 757 113
395 600 665
167 97 381
620 100 444
415 793 204
641 355 598
546 503 54
395 117 632
385 374 758
382 616 568
124 788 532
104 513 205
257 303 314
26 154 631
627 634 428
528 206 14
471 103 448
594 103 452
607 527 726
708 109 673
108 353 656
741 715 824
299 690 816
585 70 843
195 733 93
238 150 766
325 734 915
762 642 500
503 432 729
667 267 171
350 61 303
745 819 984
371 29 101
583 425 902
289 657 730
510 323 949
331 593 481
155 793 813
214 470 158
121 97 541
471 201 529
239 168 582
330 559 544
708 563 237
117 433 896
582 288 99
458 244 922
130 476 145
406 33 566
495 787 820
438 817 280
196 458 131
800 595 342
572 602 561
257 664 201
188 551 101
243 31 636
38 276 811
724 273 863
179 114 550
206 735 37
369 694 921
122 333 656
345 308 571
654 131 644
335 217 832
358 775 243
602 621 665
216 317 541
34 655 139
395 792 185
691 600 321
722 659 151
38 375 546
334 80 460
88 484 570
687 265 263
818 70 703
588 134 646
610 15 320
410 653 917
710 613 176
626 524 877
221 477 27
659 196 976
345 613 937
772 663 609
539 111 845
106 730 285
780 808 122
370 582 151
631 599 796
643 531 381
663 191 944
370 637 103
501 689 694
605 712 394
535 168 565
225 54 372
725 1 205
98 432 249
330 435 822
387 75 837
126 523 405
487 686 594
189 470 953
34 251 380
296 629 443
57 646 589
700 305 700
528 216 72
796 442 873
466 788 177
179 603 987
227 699 624
338 425 625
776 522 386
625 448 232
594 461 658
592 803 770
198 214 964
333 688 233
166 81 898
334 592 828
231 600 845
712 722 801
368 518 778
160 676 983
326 659 937
225 254 219
499 553 897
40 817 349
668 172 971
26 162 472
158 266 402
539 608 873
777 483 420
555 436 32
148 412 468
455 698 334
747 752 439
512 658 386
362 781 888
369 587 879
748 786 465
261 551 431
523 76 854
360 633 177
241 673 958
678 123 364
230 149 918
237 368 508
266 463 470
150 403 350
538 228 835
103 512 297
664 63 655
322 246 92
340 652 464
100 582 404
537 568 646
332 157 723
87 662 79
576 4 327
316 594 766
292 779 356
557 565 856
63 184 836
150 402 808
136 195 494
556 122 854
722 211 52
717 81 6
369 138 933
129 511 802
267 46 766
25 698 629
104 83 135
248 253 480
677 599 937
526 13 279
323 81 901
407 249 133
510 547 628
796 546 580
404 820 741
114 398 32
733 158 699
674 50 907
41 12 313
114 498 552
609 717 948
321 682 63
368 813 66
652 538 894
55 718 461
17 361 232
68 790 448
318 615 873
443 121 387
805 816 48
596 723 932
705 805 954
427 143 205
50 475 194
51 694 838
26 762 791
61 556 553
115 343 56
756 460 860
510 361 166
148 784 160
403 396 465
466 661 616
24 377 134
58 465 968
307 342 494
191 559 624
698 538 136
240 816 705
200 387 514
763 503 995
536 512 788
400 89 462
777 79 161
698 757 532
62 121 104
162 259 779
763 724 201
173 746 535
489 395 486
591 126 30
147 220 942
120 788 256
421 328 593
637 268 96
425 48 389
46 531 101
707 78 531
499 172 571
559 445 459
283 772 959
400 663 881
79 469 413
365 512 763
1 614 365
168 612 81
327 765 517
94 497 19
700 375 289
488 313 840
576 252 644
664 304 385
748 130 334
322 270 188
659 148 194
112 58 307
675 713 791
259 634 566
234 577 663
312 487 667
811 807 131
674 335 569
697 801 429
681 292 408
505 30 625
3 611 955
450 498 880
764 388 101
805 617 323
751 775 180
158 615 408
310 173 792
672 582 991
208 369 950
583 740 670
727 85 906
531 105 691
383 514 253
445 563 633
306 613 163
241 654 42
357 487 734
320 273 880
673 657 171
125 77 131
308 58 354
276 774 875
409 423 630
20 719 137
511 128 764
728 821 217
427 412 307
347 87 979
78 168 730
47 92 946
504 141 597
603 763 4
422 509 572
654 656 693
77 120 779
809 39 384
23 319 133
52 166 483
404 333 881
662 359 92
226 413 762
210 725 152
625 71 41
549 36 746
806 543 580
207 155 452
340 766 872
746 515 578
240 120 127
133 481 355
383 121 236
450 685 860
344 800 467
30 626 997
522 686 614
142 69 782
535 407 887
105 107 260
760 784 695
472 144 640
570 674 318
294 192 13
816 78 40
255 583 540
117 804 742
763 83 738
558 658 166
383 536 610
621 209 446
36 2 929
371 481 669
700 460 504
677 767 395
421 47 749
151 469 223
371 207 342
818 519 305
192 745 499
187 408 863
560 82 596
513 419 467
724 197 319
93 270 397
485 231 171
486 536 744
301 175 343
548 675 573
72 812 24
746 151 438
256 99 229
168 748 830
669 59 911
293 684 711
427 212 903
106 401 851
572 652 535
693 601 220
793 634 709
445 133 994
349 211 866
274 296 389
496 192 771
638 508 111
580 652 169
389 67 255
405 772 344
5 549 441
715 817 69
436 210 913
689 145 23
292 526 308
125 813 122
681 701 717
745 700 36
182 238 364
602 354 421
68 154 417
147 297 214
351 703 696
384 488 983
774 614 434
131 386 562
711 325 872
519 531 414
318 626 638
329 232 103
331 710 750
305 716 177
632 460 743
29 807 825
687 434 59
493 372 974
353 433 343
337 541 623
569 325 125
766 583 553
633 580 440
439 441 233
481 469 971
148 358 37
474 500 682
359 321 12
387 612 58
71 659 162
277 539 861
389 791 482
491 502 581
499 260 726
133 592 291
465 193 726
343 629 419
748 497 726
485 401 949
309 280 587
137 635 21
696 764 804
4 542 932
5 671 800
753 612 811
491 503 114
454 81 856
402 158 259
498 580 531
589 351 958
76 679 546
317 307 404
292 120 809
301 292 67
119 355 924
776 773 171
675 404 242
640 671 365
276 374 536
131 4 820
391 343 213
254 755 335
182 240 829
125 509 924
235 420 750
423 236 220
401 128 659
476 720 891
138 289 177
528 6 104
337 772 659
584 616 313
821 777 337
347 524 28
323 153 218
309 415 322
748 217 460
13 420 357
241 120 367
152 484 564
591 642 410
632 18 951
691 809 325
474 525 295
775 341 292
7 16 787
291 234 286
314 420 861
470 240 737
133 450 703
344 156 828
242 699 533
370 405 866
41 158 640
306 743 887
721 323 206
548 671 998
560 136 587
605 734 817
368 380 379
484 300 696
797 739 895
400 822 558
152 460 369
637 217 732
526 269 334
575 616 911
596 520 513
561 87 996
709 287 640
309 774 141
682 166 381
16 182 8
634 12 821
416 183 820
161 79 488
319 366 733
421 443 404
436 312 237
797 494 13
261 801 832
570 384 22
188 24 398
15 331 872
25 615 186
617 700 162
516 316 451
342 40 474
26 61 72
472 379 941
778 321 760
183 108 805
740 383 5
519 78 24
88 789 211
284 114 360
180 319 260
358 700 154
319 117 626
411 285 122
692 299 534
12 784 981
196 598 724
88 768 904
759 16 416
498 166 406
336 299 911
216 364 447
695 195 838
560 253 989
813 62 39
27 336 372
276 706 481
534 33 735
589 745 231
697 772 550
665 487 820
266 138 401
447 751 952
58 744 458
53 21 330
430 146 509
337 95 557
152 23 293
398 213 325
97 100 563
205 650 996
308 124 226
23 528 543
134 810 825
502 682 850
458 439 501
681 295 794
125 69 556
677 68 481
555 75 414
49 114 853
109 719 763
174 356 942
303 689 561
404 419 481
574 492 497
237 207 597
165 444 577
19 231 808
210 455 790
599 292 34
527 329 45
535 369 645
42 21 915
495 439 227
453 625 396
17 64 730
736 726 947
452 344 807
96 277 154
800 206 856
407 804 28
666 775 258
307 752 678
153 691 957
506 243 538
454 476 701
429 100 337
60 193 60
740 674 868
186 128 993
769 680 976
680 746 537
248 425 514
188 742 657
694 313 751
675 445 600
190 819 187
86 140 684
296 686 531
134 542 31
108 3 813
92 605 2
807 458 442
462 665 462
696 694 54
403 160 58
228 180 558
476 785 615
744 399 475
326 532 107
408 157 616
168 71 219
469 464 980
791 134 304
546 218 731
505 223 548
637 239 662
602 219 306
411 576 73
29 813 231
670 224 12
708 336 4
361 718 201
98 591 291
221 654 891
418 422 98
113 336 805
612 793 280
123 136 332
464 394 78
366 93 8
91 359 726
185 441 235
248 696 729
740 653 797
38 614 774
61 221 811
740 278 625
386 492 946
92 669 640
697 586 818
504 44 646
126 676 110
321 557 983
17 613 797
775 27 256
728 805 952
407 801 467
9 770 178
170 667 527
434 224 972
575 583 505
278 473 441
531 346 897
436 357 210
755 119 828
766 22 163
781 650 634
819 271 680
145 518 595
467 449 697
453 168 643
509 334 450
754 734 102
356 259 835
695 213 923
158 66 254
371 479 879
234 19 216
586 308 650
317 683 111
769 203 238
520 766 342
478 542 124
706 247 601
817 497 49
678 628 994
710 20 783
252 110 422
495 364 612
597 500 236
670 676 903
399 182 827
73 653 861
54 484 802
188 203 698
286 69 453
492 160 262
772 538 678
377 64 558
747 546 256
628 625 476
61 390 87
437 368 650
679 123 537
168 813 726
347 676 530
4 312 145
559 661 674
508 610 737
283 327 511
607 42 375
568 689 451
318 818 916
447 66 519
541 88 393
613 280 313
24 774 683
597 693 13
44 485 232
237 226 997
684 677 744
191 814 411
299 75 591
499 11 534
504 151 64
131 448 424
129 10 119
126 306 387
33 786 875
221 399 587
107 616 495
128 214 427
21 428 514
103 364 660
613 722 223
291 547 614
529 229 694
784 734 731
326 175 848
822 498 763
489 789 403
500 235 202
987 1667
110 466 696
461 209 675
42 512 697
179 438 601
194 37 225
677 417 12
444 138 191
185 235 591
667 425 498
564 168 132
570 894 560
738 948 460
810 833 821
27 924 462
276 852 688
884 220 986
241 520 519
726 836 260
224 7 577
807 419 489
801 719 157
449 930 793
601 166 178
939 520 853
784 495 384
745 134 447
366 517 792
877 23 196
342 268 543
96 632 485
833 773 139
229 11 25
882 574 568
852 861 102
987 364 104
49 160 862
290 962 98
68 539 129
231 128 742
719 100 49
347 162 860
880 546 301
143 676 491
297 958 558
514 888 47
412 298 118
500 981 407
235 365 823
460 554 25
202 153 884
960 444 385
128 517 990
264 562 619
599 986 838
486 668 912
906 366 52
334 911 193
271 533 463
555 564 627
816 298 695
410 510 843
109 17 669
491 393 8
88 716 232
725 36 618
590 334 587
624 944 752
252 517 148
305 692 676
679 423 383
841 958 817
330 5 217
972 869 379
829 713 929
556 532 188
807 546 425
608 618 754
24 441 819
626 152 137
190 875 688
110 632 692
822 361 281
287 111 171
881 70 924
778 623 327
889 817 848
785 604 661
238 977 537
663 667 588
806 579 518
415 881 594
783 938 565
179 63 980
630 66 677
360 423 972
581 741 352
908 793 460
830 709 187
579 416 601
371 655 372
898 949 990
773 88 540
304 653 346
425 874 882
441 399 941
537 682 554
875 634 820
321 323 931
814 878 976
583 924 69
948 452 638
875 907 311
81 208 872
979 416 126
613 623 130
180 891 182
302 882 660
733 295 298
660 172 129
184 411 246
454 539 378
189 8 279
584 763 810
522 359 364
291 315 16
465 247 161
375 147 228
352 790 397
253 484 141
404 416 413
570 490 757
193 822 494
178 314 739
848 472 168
131 482 156
893 411 619
503 962 275
679 199 146
215 811 466
603 461 786
920 57 706
275 331 161
367 581 187
286 915 920
877 703 313
981 626 270
329 633 553
17 767 102
470 333 949
902 727 206
400 113 626
248 575 825
168 292 518
872 421 619
57 896 117
847 880 981
160 375 493
370 807 393
487 318 23
130 861 296
315 72 691
69 295 132
330 928 697
462 101 555
950 76 862
528 867 595
79 448 531
970 389 839
644 352 393
709 602 691
474 363 230
964 946 445
31 296 289
836 259 661
866 620 254
817 779 459
247 273 456
361 148 65
616 786 158
812 337 852
147 483 207
821 522 287
100 518 87
984 272 768
228 155 328
450 82 879
183 540 96
833 392 549
35 435 783
425 627 626
39 74 854
539 249 50
365 969 893
444 46 982
808 7 56
479 359 464
510 235 794
282 912 786
795 419 23
701 39 555
610 693 96
227 916 789
802 403 918
454 319 69
650 461 354
634 496 328
769 653 666
238 631 20
28 935 786
196 737 402
572 281 288
665 290 619
116 571 463
259 764 936
440 709 278
48 749 359
48 962 612
356 385 523
296 124 381
693 529 275
603 282 517
148 663 520
874 888 768
523 15 558
673 801 254
856 46 190
156 629 780
306 116 74
924 304 768
963 143 829
173 779 779
371 62 363
364 202 177
602 853 123
287 695 975
319 889 494
607 47 449
181 125 543
475 504 608
173 430 476
349 527 508
26 105 703
803 564 895
914 754 665
185 524 306
136 129 315
913 985 280
743 84 566
274 114 924
985 170 990
260 547 121
480 23 915
643 534 966
762 506 48
851 143 298
849 9 256
412 602 376
608 49 100
525 899 744
702 851 999
644 985 947
418 38 444
877 732 862
741 288 389
834 362 1
903 767 635
350 502 840
348 156 441
616 819 17
787 331 995
764 106 388
361 547 379
64 558 496
320 167 323
154 821 288
240 728 246
398 845 505
253 136 698
264 820 808
228 943 709
981 497 206
408 746 416
443 672 883
37 469 892
173 43 340
590 681 688
865 151 586
981 470 605
157 801 873
98 405 168
545 974 749
301 513 82
894 250 201
335 219 664
183 392 526
420 927 363
276 739 347
572 763 771
948 613 154
914 885 117
472 211 991
738 146 387
329 876 429
374 973 832
98 160 910
271 599 491
66 748 784
3 903 615
71 477 212
984 902 423
470 894 429
487 712 421
234 819 94
327 526 224
137 746 113
753 46 821
269 43 427
214 289 645
285 772 311
344 616 741
363 155 875
906 45 121
98 559 218
289 203 704
344 366 425
836 817 932
553 179 264
452 959 645
117 504 252
667 207 489
712 45 899
511 609 631
878 874 405
450 533 485
745 509 904
716 322 146
877 405 327
488 636 238
19 962 218
434 968 158
403 299 636
572 323 902
238 563 852
925 526 635
752 725 738
706 325 107
254 67 68
927 965 226
318 353 364
322 641 182
986 122 253
181 425 592
353 341 351
197 792 340
62 621 234
30 790 687
485 40 367
617 807 407
234 658 429
243 537 398
871 798 849
481 781 952
755 846 94
905 869 253
307 213 471
783 390 793
91 522 300
899 643 73
141 901 786
541 294 529
732 834 750
744 342 12
603 432 438
925 452 614
34 481 92
441 435 925
250 953 297
619 533 910
224 923 10
349 451 268
637 548 329
425 789 671
168 614 88
246 745 806
43 303 60
856 117 542
670 67 790
575 382 119
569 570 428
959 527 562
535 530 139
12 55 411
608 911 116
206 640 865
146 599 38
271 243 840
